timestamp,device_id,battery,temperature,lat,lon
2025-11-28T06:44:25.187031+00:00,sim-001,86.98,30.69,17.446697,78.355972
2025-11-28T06:44:26.194085+00:00,sim-001,86.91,28.05,17.44716,78.355843
2025-11-28T06:44:27.201550+00:00,sim-001,86.81,28.53,17.446732,78.355752
2025-11-28T06:44:28.207954+00:00,sim-001,86.69,30.42,17.446709,78.355792
2025-11-28T06:44:29.214480+00:00,sim-001,86.58,31.56,17.446569,78.355981
2025-11-28T06:44:30.220483+00:00,sim-001,86.55,31.26,17.447494,78.356151
2025-11-28T06:44:31.227130+00:00,sim-001,86.5,28.16,17.447041,78.356018
2025-11-28T06:44:32.234551+00:00,sim-001,86.38,30.03,17.446925,78.355954
2025-11-28T06:44:33.240472+00:00,sim-001,86.23,28.56,17.446608,78.356024
2025-11-28T06:44:34.248449+00:00,sim-001,86.11,30.12,17.447149,78.355759
2025-11-28T06:44:35.259316+00:00,sim-001,86.07,29.28,17.44664,78.356446
2025-11-28T06:44:36.265719+00:00,sim-001,85.9,28.33,17.447443,78.35592
2025-11-28T06:44:37.272098+00:00,sim-001,85.72,29.74,17.446553,78.3557
2025-11-28T06:44:38.281361+00:00,sim-001,85.66,28.46,17.447426,78.356052
2025-11-28T06:44:39.290299+00:00,sim-001,85.54,29.46,17.446523,78.356235
2025-11-28T06:44:40.300156+00:00,sim-001,85.38,30.5,17.447161,78.355558
2025-11-28T06:44:41.306866+00:00,sim-001,85.22,29.17,17.447299,78.355513
2025-11-28T06:44:42.314121+00:00,sim-001,85.09,28.66,17.447343,78.356001
2025-11-28T06:44:43.321458+00:00,sim-001,84.9,31.88,17.446982,78.355848
2025-11-28T06:44:44.329777+00:00,sim-001,84.82,28.5,17.447422,78.356132
2025-11-28T06:44:45.347732+00:00,sim-001,84.73,28.13,17.447412,78.356227
2025-11-28T06:44:46.357843+00:00,sim-001,84.6,29.57,17.447176,78.356496
2025-11-28T06:44:47.369334+00:00,sim-001,84.41,28.97,17.446535,78.355719
2025-11-28T06:44:48.377922+00:00,sim-001,84.26,31.03,17.446531,78.356305
2025-11-28T06:44:49.385194+00:00,sim-001,84.24,31.83,17.446948,78.356467
2025-11-28T06:44:50.394164+00:00,sim-001,84.17,29.05,17.446867,78.356433
2025-11-28T06:44:51.400838+00:00,sim-001,84.09,30.71,17.447351,78.356379
2025-11-28T06:44:52.407207+00:00,sim-001,83.92,28.98,17.447376,78.3557
2025-11-28T06:44:53.414067+00:00,sim-001,83.84,28.84,17.447049,78.356472
2025-11-28T09:58:14.624196+00:00,sim-001,91.99,31.71,17.447059,78.355624
2025-11-28T09:58:15.636636+00:00,sim-001,91.88,29.22,17.446766,78.356352
2025-11-28T09:58:16.642229+00:00,sim-001,91.73,28.96,17.446778,78.356158
2025-11-28T09:58:17.648782+00:00,sim-001,91.67,29.81,17.447494,78.355814
2025-11-28T09:58:18.654718+00:00,sim-001,91.47,28.66,17.446559,78.356471
2025-11-28T09:58:19.661195+00:00,sim-001,91.3,28.41,17.446856,78.356476
2025-11-28T09:58:20.675289+00:00,sim-001,91.1,31.94,17.44735,78.356131
2025-11-28T09:58:21.685712+00:00,sim-001,90.91,30.57,17.446519,78.355896
2025-11-28T09:58:22.694570+00:00,sim-001,90.8,31.09,17.446926,78.356432
2025-11-28T09:58:23.700612+00:00,sim-001,90.78,28.88,17.447463,78.356147
2025-11-28T09:58:24.707135+00:00,sim-001,90.64,31.86,17.446845,78.356015
2025-11-28T09:58:25.712670+00:00,sim-001,90.51,29.68,17.446901,78.355947
2025-11-28T09:58:26.717685+00:00,sim-001,90.45,28.47,17.446795,78.35629
2025-11-28T09:58:27.722737+00:00,sim-001,90.38,28.92,17.446836,78.356336
2025-11-28T09:58:28.730267+00:00,sim-001,90.28,30.34,17.44746,78.356402
2025-11-28T09:58:29.741812+00:00,sim-001,90.22,29.91,17.446932,78.355976
2025-11-28T09:58:30.769326+00:00,sim-001,90.08,28.47,17.447142,78.35575
2025-11-28T09:58:31.806844+00:00,sim-001,89.91,28.52,17.447447,78.355805
2025-11-28T09:58:32.820368+00:00,sim-001,89.87,31.81,17.446657,78.356435
2025-11-28T09:58:33.825881+00:00,sim-001,89.82,31.6,17.446747,78.355526
2025-11-28T09:58:34.831903+00:00,sim-001,89.69,28.42,17.446551,78.356269
2025-11-28T09:58:35.843940+00:00,sim-001,89.51,29.84,17.447118,78.356488
2025-11-28T09:58:36.856463+00:00,sim-001,89.43,30.26,17.446663,78.355889
2025-11-28T09:58:37.862476+00:00,sim-001,89.31,29.22,17.446547,78.355514
2025-11-28T09:58:38.868528+00:00,sim-001,89.2,31.62,17.447314,78.356085
2025-11-28T09:58:39.875535+00:00,sim-001,89.15,28.36,17.446554,78.356129
2025-11-28T09:58:40.885568+00:00,sim-001,88.96,30.01,17.44682,78.35556
2025-11-28T09:58:41.891092+00:00,sim-001,88.92,30.65,17.447193,78.356139
2025-11-28T09:58:42.897116+00:00,sim-001,88.9,29.19,17.4473,78.355665
2025-11-28T09:58:43.902657+00:00,sim-001,88.88,28.88,17.447293,78.356298
2025-11-28T09:58:44.907950+00:00,sim-001,88.78,28.27,17.446816,78.355993
2025-11-28T09:58:45.913487+00:00,sim-001,88.61,31.94,17.447422,78.356223
2025-11-28T09:58:46.918506+00:00,sim-001,88.42,28.67,17.446991,78.356001
2025-11-28T09:58:47.924396+00:00,sim-001,88.33,30.3,17.446623,78.35577
2025-11-28T09:58:48.932923+00:00,sim-001,88.31,28.36,17.447376,78.356079
2025-11-28T09:58:49.944959+00:00,sim-001,88.12,28.76,17.446836,78.356301
2025-11-28T09:58:50.950483+00:00,sim-001,88.03,28.15,17.446834,78.356309
2025-11-28T09:58:51.956018+00:00,sim-001,87.91,31.99,17.447323,78.356459
2025-11-28T09:58:52.963544+00:00,sim-001,87.8,30.39,17.447126,78.356367
2025-11-28T09:58:53.971078+00:00,sim-001,87.74,31.71,17.447072,78.356392
2025-11-28T09:58:54.977092+00:00,sim-001,87.67,28.16,17.447005,78.356135
2025-11-28T09:58:55.998146+00:00,sim-001,87.48,31.45,17.447018,78.355633
2025-11-28T09:58:57.013674+00:00,sim-001,87.4,30.78,17.446527,78.355635
2025-11-28T09:58:58.025030+00:00,sim-001,87.31,30.96,17.44724,78.355723
2025-11-28T09:58:59.030476+00:00,sim-001,87.18,29.52,17.44682,78.356406
2025-11-28T09:59:00.037662+00:00,sim-001,87.05,28.92,17.447379,78.355679
2025-11-28T09:59:01.053708+00:00,sim-001,86.96,28.77,17.447193,78.356313
2025-11-28T09:59:02.061228+00:00,sim-001,86.83,31.39,17.447274,78.356064
2025-11-28T09:59:03.069758+00:00,sim-001,86.77,31.4,17.446728,78.355781
2025-11-28T09:59:04.075771+00:00,sim-001,86.7,30.78,17.446731,78.355696
2025-11-28T09:59:05.080841+00:00,sim-001,86.62,31.65,17.446626,78.356177
2025-11-28T09:59:06.087377+00:00,sim-001,86.57,29.87,17.446621,78.355695
2025-11-28T09:59:07.092908+00:00,sim-001,86.57,30.2,17.447041,78.356429
2025-11-28T09:59:08.097920+00:00,sim-001,86.51,30.11,17.447048,78.355977
2025-11-28T09:59:09.103439+00:00,sim-001,86.32,31.88,17.446977,78.356146
2025-11-28T09:59:10.109310+00:00,sim-001,86.3,30.32,17.446828,78.355661
2025-11-28T09:59:11.115342+00:00,sim-001,86.27,30.2,17.447482,78.355537
2025-11-28T09:59:12.119923+00:00,sim-001,86.2,31.47,17.447403,78.355791
2025-11-28T09:59:13.128458+00:00,sim-001,86.08,31.68,17.44654,78.355961
2025-11-28T09:59:14.135477+00:00,sim-001,86.0,28.72,17.447162,78.356054
2025-11-28T09:59:15.140510+00:00,sim-001,85.84,29.86,17.447093,78.356076
2025-11-28T09:59:16.145528+00:00,sim-001,85.78,29.49,17.447365,78.35584
2025-11-28T09:59:17.153055+00:00,sim-001,85.77,31.83,17.44728,78.355884
2025-11-28T09:59:18.159613+00:00,sim-001,85.76,31.51,17.446829,78.355901
2025-11-28T09:59:19.165403+00:00,sim-001,85.68,28.02,17.447074,78.355856
2025-11-28T09:59:20.170575+00:00,sim-001,85.62,31.54,17.447281,78.356464
2025-11-28T09:59:21.176825+00:00,sim-001,85.51,29.36,17.446663,78.355529
2025-11-28T09:59:22.182006+00:00,sim-001,85.49,29.76,17.446856,78.355919
2025-11-28T09:59:23.187695+00:00,sim-001,85.35,29.99,17.447151,78.355756
2025-11-28T09:59:24.192720+00:00,sim-001,85.3,29.97,17.447307,78.356486
2025-11-28T09:59:25.203259+00:00,sim-001,85.24,30.84,17.447066,78.35634
2025-11-28T09:59:26.213164+00:00,sim-001,85.13,30.62,17.447209,78.35599
2025-11-28T09:59:27.219190+00:00,sim-001,84.98,30.55,17.446557,78.356181
2025-11-28T09:59:28.225401+00:00,sim-001,84.79,28.98,17.447078,78.355758
2025-11-28T09:59:29.230940+00:00,sim-001,84.71,29.07,17.446524,78.356319
2025-11-28T09:59:30.236278+00:00,sim-001,84.59,30.81,17.446659,78.355791
2025-11-28T09:59:31.245301+00:00,sim-001,84.55,29.26,17.447333,78.356432
2025-11-28T09:59:32.250651+00:00,sim-001,84.51,29.52,17.447161,78.355926
2025-11-28T09:59:33.255667+00:00,sim-001,84.49,30.12,17.447082,78.356162
2025-11-28T09:59:34.262708+00:00,sim-001,84.34,29.48,17.446871,78.355907
2025-11-28T10:00:31.052986+00:00,sim-001,92.91,30.68,17.4466,78.355596
2025-11-28T10:00:32.062492+00:00,sim-001,92.86,31.32,17.447441,78.355584
2025-11-28T10:00:33.068376+00:00,sim-001,92.67,29.1,17.446739,78.355853
2025-11-28T10:00:34.074307+00:00,sim-001,92.51,28.58,17.446972,78.356222
2025-11-28T10:00:35.080625+00:00,sim-001,92.37,31.41,17.447048,78.35595
2025-11-28T10:00:36.092153+00:00,sim-001,92.36,28.39,17.44659,78.355771
2025-11-28T10:00:37.099181+00:00,sim-001,92.32,30.32,17.446576,78.355585
2025-11-28T10:00:38.104198+00:00,sim-001,92.19,30.62,17.447024,78.356017
2025-11-28T10:00:39.109742+00:00,sim-001,92.17,32.0,17.446673,78.356476
2025-11-28T10:00:40.115264+00:00,sim-001,92.12,28.06,17.447195,78.356347
2025-11-28T10:00:41.120798+00:00,sim-001,92.01,30.79,17.44673,78.355928
2025-11-28T10:00:42.125827+00:00,sim-001,91.98,30.51,17.44736,78.355689
2025-11-28T10:00:43.130837+00:00,sim-001,91.95,29.39,17.4471,78.356267
2025-11-28T10:00:44.136874+00:00,sim-001,91.9,30.57,17.447053,78.356154
2025-11-28T10:00:45.147404+00:00,sim-001,91.78,30.32,17.447373,78.356245
2025-11-28T10:00:46.152418+00:00,sim-001,91.61,30.51,17.446707,78.356255
2025-11-28T10:00:47.159030+00:00,sim-001,91.5,29.8,17.447122,78.3562
2025-11-28T10:00:48.164057+00:00,sim-001,91.36,29.04,17.447138,78.356444
2025-11-28T10:00:49.169590+00:00,sim-001,91.17,29.45,17.446667,78.356498
2025-11-28T10:00:50.182143+00:00,sim-001,91.15,28.71,17.447297,78.355731
2025-11-28T10:00:51.188652+00:00,sim-001,91.08,30.2,17.446954,78.356415
2025-11-28T10:00:52.201868+00:00,sim-001,91.02,29.16,17.447199,78.356257
2025-11-28T10:00:53.207401+00:00,sim-001,90.91,29.68,17.446982,78.356353
2025-11-28T10:00:54.212420+00:00,sim-001,90.83,30.14,17.446794,78.35598
2025-11-28T10:00:55.217952+00:00,sim-001,90.78,28.11,17.446615,78.356127
2025-11-28T10:00:56.223983+00:00,sim-001,90.66,30.67,17.446554,78.356138
2025-11-28T10:00:57.229517+00:00,sim-001,90.5,29.94,17.447103,78.356263
2025-11-28T10:00:58.242541+00:00,sim-001,90.47,29.08,17.446569,78.35648
2025-11-28T10:00:59.259069+00:00,sim-001,90.43,30.58,17.447368,78.356493
2025-11-28T10:01:00.265004+00:00,sim-001,90.25,29.53,17.44698,78.355744
2025-11-28T10:01:01.270644+00:00,sim-001,90.21,28.2,17.447496,78.356066
2025-11-28T10:01:02.276933+00:00,sim-001,90.08,29.15,17.447345,78.356361
2025-11-28T10:01:03.294469+00:00,sim-001,90.05,28.75,17.447455,78.356379
2025-11-28T10:01:04.303519+00:00,sim-001,89.91,29.24,17.447029,78.355776
2025-11-28T10:01:05.315847+00:00,sim-001,89.82,30.37,17.447146,78.355755
2025-11-28T10:01:06.321384+00:00,sim-001,89.68,31.88,17.446672,78.356285
2025-11-28T10:01:07.328923+00:00,sim-001,89.56,29.94,17.446821,78.355779
2025-11-28T10:01:08.341462+00:00,sim-001,89.54,31.67,17.44694,78.356197
2025-11-28T10:01:09.346500+00:00,sim-001,89.37,30.22,17.447452,78.356348
2025-11-28T10:01:10.351309+00:00,sim-001,89.22,30.54,17.446938,78.355885
2025-11-28T10:01:11.356473+00:00,sim-001,89.18,28.5,17.446782,78.355955
2025-11-28T10:01:12.361257+00:00,sim-001,89.02,29.22,17.446682,78.356489
2025-11-28T10:01:13.366620+00:00,sim-001,88.86,30.79,17.447251,78.356291
2025-11-28T10:01:14.373645+00:00,sim-001,88.7,31.16,17.44658,78.356306
2025-11-28T10:01:15.379817+00:00,sim-001,88.61,30.25,17.447493,78.356447
2025-11-28T10:01:16.385339+00:00,sim-001,88.52,28.19,17.446935,78.356465
2025-11-28T10:01:17.391387+00:00,sim-001,88.5,31.77,17.447092,78.355836
2025-11-28T10:01:18.396910+00:00,sim-001,88.38,31.49,17.446979,78.356079
2025-11-28T10:01:19.403785+00:00,sim-001,88.28,30.03,17.447353,78.356159
2025-11-28T10:01:20.408906+00:00,sim-001,88.13,30.1,17.446523,78.355678
2025-11-28T10:01:21.414425+00:00,sim-001,88.13,28.8,17.446982,78.355764
2025-11-28T10:01:22.420446+00:00,sim-001,88.0,29.6,17.447079,78.356385
2025-11-28T10:01:23.425469+00:00,sim-001,87.85,29.64,17.446504,78.35586
2025-11-28T10:01:24.430646+00:00,sim-001,87.69,28.66,17.447222,78.355618
2025-11-28T10:01:25.437223+00:00,sim-001,87.65,28.14,17.446926,78.356283
2025-11-28T10:01:26.442245+00:00,sim-001,87.57,31.85,17.447319,78.355744
2025-11-28T10:01:27.447781+00:00,sim-001,87.43,29.94,17.446517,78.356192
2025-11-28T10:01:28.454309+00:00,sim-001,87.25,29.58,17.446844,78.356382
2025-11-28T10:01:29.459348+00:00,sim-001,87.14,29.12,17.447406,78.356275
2025-11-28T10:01:30.464868+00:00,sim-001,87.12,30.2,17.446682,78.355875
2025-11-28T10:01:31.469891+00:00,sim-001,87.04,31.95,17.447191,78.355579
2025-11-28T10:01:32.474934+00:00,sim-001,86.87,31.98,17.44738,78.356266
2025-11-28T10:01:33.482471+00:00,sim-001,86.69,29.92,17.447149,78.356383
2025-11-28T10:01:34.499028+00:00,sim-001,86.51,28.8,17.447107,78.355558
2025-11-28T10:01:35.507643+00:00,sim-001,86.45,29.49,17.447339,78.356086
2025-11-28T10:01:36.519174+00:00,sim-001,86.41,28.78,17.447194,78.356203
2025-11-28T10:01:37.525197+00:00,sim-001,86.23,31.82,17.447055,78.355833
2025-11-28T10:01:38.530735+00:00,sim-001,86.23,29.96,17.446573,78.355991
2025-11-28T10:01:39.536260+00:00,sim-001,86.2,31.85,17.447128,78.356462
2025-11-28T10:01:40.542284+00:00,sim-001,86.19,29.56,17.446607,78.356064
2025-11-28T10:01:41.549322+00:00,sim-001,86.06,28.65,17.447072,78.356482
2025-11-28T10:01:42.555848+00:00,sim-001,85.95,28.24,17.447067,78.355537
2025-11-28T10:01:43.566383+00:00,sim-001,85.83,29.24,17.44733,78.355763
2025-11-28T10:01:44.573390+00:00,sim-001,85.63,28.79,17.44747,78.356302
2025-11-28T10:01:45.578923+00:00,sim-001,85.48,28.05,17.447481,78.355551
2025-11-28T10:01:46.585139+00:00,sim-001,85.35,29.73,17.446824,78.355802
2025-11-28T10:01:47.590648+00:00,sim-001,85.27,28.63,17.447189,78.356383
2025-11-28T10:01:48.597183+00:00,sim-001,85.2,29.43,17.446815,78.355668
2025-11-28T10:01:49.606234+00:00,sim-001,85.05,29.68,17.446957,78.355921
2025-11-28T10:01:50.611759+00:00,sim-001,84.92,31.93,17.446746,78.355525
2025-12-02T11:26:52.931125+00:00,sim-001,90.41,28.86,17.446669,78.355723
2025-12-02T11:26:53.948988+00:00,sim-001,90.3,28.3,17.447317,78.355694
2025-12-02T11:26:54.964732+00:00,sim-001,90.29,28.86,17.446821,78.35645
2025-12-02T11:26:55.978505+00:00,sim-001,90.28,28.62,17.447168,78.355776
2025-12-02T11:26:56.985285+00:00,sim-001,90.15,28.62,17.447114,78.355564
2025-12-02T11:26:57.998326+00:00,sim-001,90.01,30.56,17.446605,78.356074
2025-12-02T11:26:59.011182+00:00,sim-001,89.98,30.19,17.446894,78.356423
2025-12-02T11:27:00.025028+00:00,sim-001,89.8,29.37,17.446541,78.355775
2025-12-02T11:27:01.028693+00:00,sim-001,89.74,29.52,17.446643,78.356084
2025-12-02T11:27:02.042249+00:00,sim-001,89.69,31.51,17.44736,78.355542
2025-12-02T11:27:03.056498+00:00,sim-001,89.54,28.77,17.447305,78.356095
2025-12-02T11:27:04.063888+00:00,sim-001,89.37,29.75,17.447218,78.355526
2025-12-02T11:27:05.068592+00:00,sim-001,89.27,30.54,17.447058,78.35625
2025-12-02T11:27:06.072233+00:00,sim-001,89.19,30.87,17.446533,78.356196
2025-12-02T11:27:07.083443+00:00,sim-001,89.08,29.02,17.446506,78.356271
2025-12-02T11:27:08.096062+00:00,sim-001,89.06,28.23,17.447238,78.355999
2025-12-02T11:27:09.099713+00:00,sim-001,88.96,31.22,17.447048,78.355543
2025-12-02T11:27:10.112611+00:00,sim-001,88.77,31.88,17.447376,78.355605
2025-12-02T11:27:11.123330+00:00,sim-001,88.73,31.43,17.446737,78.356479
2025-12-02T11:27:12.134200+00:00,sim-001,88.62,29.02,17.446839,78.356405
2025-12-02T11:27:13.137620+00:00,sim-001,88.52,31.28,17.447229,78.355835
2025-12-02T11:27:14.143096+00:00,sim-001,88.5,30.05,17.447418,78.356372
2025-12-02T11:27:15.156246+00:00,sim-001,88.36,31.56,17.447201,78.355632
2025-12-02T11:27:16.168165+00:00,sim-001,88.28,29.38,17.446528,78.356245
2025-12-02T11:27:17.181574+00:00,sim-001,88.28,31.49,17.446868,78.356329
2025-12-02T11:27:18.185274+00:00,sim-001,88.21,29.89,17.447402,78.355757
2025-12-02T11:27:19.196595+00:00,sim-001,88.17,28.13,17.446759,78.356294
2025-12-02T11:27:20.212107+00:00,sim-001,88.09,30.76,17.446982,78.356243
2025-12-02T11:27:21.224152+00:00,sim-001,87.91,31.91,17.446979,78.356113
2025-12-02T11:27:22.236562+00:00,sim-001,87.76,28.64,17.446624,78.35562
2025-12-02T11:27:23.250170+00:00,sim-001,87.71,28.84,17.447175,78.356139
2025-12-02T11:27:24.257993+00:00,sim-001,87.59,29.98,17.446958,78.355929
2025-12-02T11:27:25.262756+00:00,sim-001,87.49,31.79,17.446894,78.356142
2025-12-02T11:27:26.267587+00:00,sim-001,87.44,30.03,17.447246,78.35619
2025-12-02T11:27:27.280693+00:00,sim-001,87.26,31.4,17.447466,78.356382
2025-12-02T11:27:28.286575+00:00,sim-001,87.2,31.45,17.446972,78.356289
2025-12-02T11:27:29.298945+00:00,sim-001,87.16,30.03,17.447277,78.356339
2025-12-02T11:27:30.312542+00:00,sim-001,87.02,30.38,17.447068,78.355534
2025-12-02T11:27:31.326170+00:00,sim-001,86.84,28.54,17.447238,78.356161
2025-12-02T11:27:32.330129+00:00,sim-001,86.77,30.83,17.446684,78.356251
2025-12-02T11:27:33.334627+00:00,sim-001,86.63,28.47,17.447419,78.355516
2025-12-02T11:27:34.346092+00:00,sim-001,86.5,28.77,17.446798,78.356249
2025-12-02T11:27:35.350009+00:00,sim-001,86.31,28.95,17.446585,78.356064
2025-12-02T11:27:36.354622+00:00,sim-001,86.25,30.04,17.446523,78.356201
2025-12-02T11:27:37.361163+00:00,sim-001,86.12,29.54,17.446934,78.355657
2025-12-02T11:27:38.366142+00:00,sim-001,86.1,31.4,17.447445,78.35616
2025-12-02T11:27:39.377334+00:00,sim-001,86.01,29.24,17.446877,78.355675
2025-12-02T11:27:40.392440+00:00,sim-001,85.92,30.94,17.446727,78.356443
2025-12-02T11:27:41.403121+00:00,sim-001,85.9,29.88,17.447204,78.355895
2025-12-02T11:27:42.417853+00:00,sim-001,85.85,28.86,17.446507,78.356346
2025-12-02T11:27:43.431750+00:00,sim-001,85.77,30.53,17.446859,78.35587
2025-12-02T11:27:44.435334+00:00,sim-001,85.75,30.81,17.446945,78.356114
2025-12-02T11:27:45.439100+00:00,sim-001,85.7,28.57,17.44735,78.356158
2025-12-02T11:27:46.452628+00:00,sim-001,85.61,28.74,17.446671,78.356375
2025-12-02T11:27:47.464167+00:00,sim-001,85.55,31.29,17.447496,78.356177
2025-12-02T11:27:48.479508+00:00,sim-001,85.44,30.01,17.446806,78.356295
2025-12-02T11:27:49.492317+00:00,sim-001,85.4,29.96,17.447454,78.356216
2025-12-02T11:27:50.505554+00:00,sim-001,85.31,30.27,17.447243,78.356329
2025-12-02T11:27:51.511363+00:00,sim-001,85.24,30.65,17.446885,78.355876
2025-12-02T11:27:52.517360+00:00,sim-001,85.09,29.63,17.446807,78.356267
2025-12-02T11:27:53.529425+00:00,sim-001,84.95,30.06,17.44682,78.356187
2025-12-02T11:27:54.531573+00:00,sim-001,84.81,29.87,17.447295,78.355601
2025-12-02T11:27:55.536071+00:00,sim-001,84.64,30.91,17.447202,78.355818
2025-12-02T11:27:56.542414+00:00,sim-001,84.59,29.77,17.446924,78.356037
2025-12-02T11:27:57.554682+00:00,sim-001,84.4,28.45,17.446625,78.356229
2025-12-02T11:27:58.568808+00:00,sim-001,84.38,28.78,17.447405,78.355542
2025-12-02T11:27:59.572405+00:00,sim-001,84.32,30.23,17.44696,78.355799
2025-12-02T11:28:00.578838+00:00,sim-001,84.23,30.04,17.446527,78.356114
2025-12-02T11:28:01.591822+00:00,sim-001,84.05,28.44,17.44685,78.356436
2025-12-02T11:28:02.604517+00:00,sim-001,83.99,31.6,17.447189,78.355831
2025-12-02T11:28:03.608381+00:00,sim-001,83.79,29.13,17.446666,78.356128
2025-12-02T11:28:04.612674+00:00,sim-001,83.59,28.05,17.447146,78.356192
2025-12-02T11:28:05.625351+00:00,sim-001,83.48,31.97,17.446746,78.356115
2025-12-02T11:28:06.637410+00:00,sim-001,83.4,29.43,17.446715,78.356365
2025-12-02T11:28:07.649116+00:00,sim-001,83.35,31.83,17.447187,78.356482
2025-12-02T11:28:08.654013+00:00,sim-001,83.34,30.98,17.447328,78.356244
2025-12-02T11:28:09.669409+00:00,sim-001,83.28,30.57,17.446622,78.355908
2025-12-02T11:28:10.681643+00:00,sim-001,83.13,28.52,17.446845,78.356405
2025-12-02T11:28:11.696895+00:00,sim-001,82.98,28.61,17.446979,78.355617
2025-12-02T11:28:12.701883+00:00,sim-001,82.94,30.32,17.446511,78.355538
2025-12-02T12:04:50.106700+00:00,sim-001,92.53,31.25,17.446574,78.35584
2025-12-02T12:04:51.120051+00:00,sim-001,92.5,30.17,17.446777,78.35637
2025-12-02T12:04:52.133953+00:00,sim-001,92.33,29.84,17.447186,78.355592
2025-12-02T12:04:53.147707+00:00,sim-001,92.24,28.79,17.447174,78.356483
